annotation_id,video_id,split,category,label,start_frame,end_frame,start_time_sec,end_time_sec,duration_sec,wrist,product_track_id,related_track_ids,returned
ANN_000249,24_2,validation,product_interaction,pickup,2572,2602,85.733,86.733,1.033,right,L2_Product_1of2,,
ANN_000250,24_2,validation,product_interaction,product_held,2603,2728,86.767,90.933,4.200,right,L2_Product_1of2,,true
ANN_000251,24_2,validation,product_interaction,return,2710,2728,90.333,90.933,0.633,right,L2_Product_1of2,,true
ANN_000252,24_2,validation,product_interaction,pickup,2921,2937,97.367,97.900,0.567,left,L4_Product_2of4,,
ANN_000253,24_2,validation,product_interaction,product_held,2938,3092,97.933,103.067,5.167,left,L4_Product_2of4,,true
ANN_000254,24_2,validation,product_interaction,return,3082,3092,102.733,103.067,0.367,left,L4_Product_2of4,,true
ANN_000255,24_2,validation,product_interaction,pickup,3194,3210,106.467,107.000,0.567,left,L4_Product_4of4,,
ANN_000256,24_2,validation,product_interaction,product_held,3211,3419,107.033,113.967,6.967,left,L4_Product_4of4,,true
ANN_000257,24_2,validation,product_interaction,return,3390,3419,113.000,113.967,1.000,left,L4_Product_4of4,,true
ANN_000258,24_2,validation,product_interaction,pickup,3698,3714,123.267,123.800,0.567,right,L7_Product_1of4,,
ANN_000259,24_2,validation,product_interaction,product_held,3715,3807,123.833,126.900,3.100,right,L7_Product_1of4,,true
ANN_000260,24_2,validation,product_interaction,return,3803,3807,126.767,126.900,0.167,right,L7_Product_1of4,,true
ANN_000261,24_2,validation,product_interaction,pickup,3975,3993,132.500,133.100,0.633,left,L6_Product_1of3,,
ANN_000262,24_2,validation,product_interaction,product_held,3994,4112,133.133,137.067,3.967,left,L6_Product_1of3,,true
ANN_000263,24_2,validation,product_interaction,return,4093,4112,136.433,137.067,0.667,left,L6_Product_1of3,,true
ANN_000264,24_2,validation,product_interaction,pickup,4402,4414,146.733,147.133,0.433,left,L2_Product_2of2,,
ANN_000265,24_2,validation,product_interaction,product_held,4415,4557,147.167,151.900,4.767,left,L2_Product_2of2,,true
ANN_000266,24_2,validation,product_interaction,product_held,4536,4557,151.200,151.900,0.733,left,L2_Product_2of2,,true
ANN_000267,24_3,validation,product_interaction,pickup,317,327,10.567,10.900,0.367,right,R5_Product_3of4,,
ANN_000268,24_3,validation,product_interaction,product_held,328,533,10.933,17.767,6.867,right,R5_Product_3of4,,true
ANN_000269,24_3,validation,product_interaction,return,527,533,17.567,17.767,0.233,right,R5_Product_3of4,,true
ANN_000270,24_3,validation,product_interaction,pickup,714,731,23.800,24.367,0.600,right,R3_Product_2of4,,
ANN_000271,24_3,validation,product_interaction,product_held,714,2473,23.800,82.433,58.667,right,R3_Product_2of4,,false
ANN_000272,24_3,validation,product_interaction,pickup,1157,1167,38.567,38.900,0.367,left,L6_Product_2of4,,
ANN_000273,24_3,validation,product_interaction,product_held,1168,2437,38.933,81.233,42.333,left,L6_Product_2of4,,false
ANN_000274,24_3,validation,product_interaction,pickup,1239,1259,41.300,41.967,0.700,left,L6_Product_2of4,,
ANN_000275,24_3,validation,product_interaction,product_held,1260,2437,42.000,81.233,39.267,left,L6_Product_2of4,,false
ANN_000276,24_3,validation,product_interaction,pickup,1316,1345,43.867,44.833,1.000,left,L6_Product_2of4,,
ANN_000277,24_3,validation,product_interaction,product_held,1346,2437,44.867,81.233,36.400,left,L6_Product_2of4,,false
ANN_000278,24_3,validation,product_interaction,pickup,1606,1626,53.533,54.200,0.700,right,L2_Product_1of2,,
ANN_000279,24_3,validation,product_interaction,product_held,1627,2437,54.233,81.233,27.033,right,L2_Product_1of2,,false
ANN_000280,24_3,validation,product_interaction,pickup,2139,2156,71.300,71.867,0.600,right,L4_Product_3of4,,
ANN_000281,24_3,validation,product_interaction,product_held,2157,2404,71.900,80.133,8.267,right,L4_Product_3of4,,true
ANN_000282,24_3,validation,product_interaction,return,2397,2404,79.900,80.133,0.267,right,L4_Product_3of4,,true
ANN_000283,24_3,validation,product_interaction,pickup,2911,2943,97.033,98.100,1.100,left,R1_Product_4of4,,
ANN_000284,24_3,validation,product_interaction,product_held,2911,3261,97.033,108.700,11.700,left,R1_Product_4of4,,true
ANN_000285,24_3,validation,product_interaction,return,3241,3261,108.033,108.700,0.700,left,R1_Product_4of4,,true
ANN_000286,24_3,validation,product_interaction,pickup,3648,3691,121.600,123.033,1.467,left,R6_Product_2of3,,
ANN_000287,24_3,validation,product_interaction,product_held,3692,4806,123.067,160.200,37.167,left,R6_Product_2of3,,false
ANN_000288,24_3,validation,product_interaction,pickup,3796,3843,126.533,128.100,1.600,left,R6_Product_3of3,,
ANN_000289,24_3,validation,product_interaction,product_held,3844,4806,128.133,160.200,32.100,left,R6_Product_3of3,,false
ANN_000290,24_3,validation,product_interaction,pickup,4075,4095,135.833,136.500,0.700,right,L1_Product_1of1,,
ANN_000291,24_3,validation,product_interaction,product_held,4096,4806,136.533,160.200,23.700,right,L1_Product_1of1,,false
ANN_000292,24_3,validation,product_interaction,pickup,4157,4184,138.567,139.467,0.933,right,L1_Product_1of1,,
ANN_000293,24_3,validation,product_interaction,product_held,4185,4806,139.500,160.200,20.733,right,L1_Product_1of1,,false
ANN_000294,24_3,validation,product_interaction,pickup,4235,4253,141.167,141.767,0.633,right,L1_Product_1of1,,
ANN_000295,24_3,validation,product_interaction,product_held,4254,4806,141.800,160.200,18.433,right,L1_Product_1of1,,false
ANN_000296,24_3,validation,product_interaction,pickup,4316,4340,143.867,144.667,0.833,right,L2_Product_1of2,,
ANN_000297,24_3,validation,product_interaction,product_held,4341,4806,144.700,160.200,15.533,right,L2_Product_1of2,,false
ANN_000298,24_3,validation,product_interaction,pickup,4410,4432,147.000,147.733,0.767,right,L2_Product_1of2,,
ANN_000299,24_3,validation,product_interaction,pickup,4433,4806,147.767,160.200,12.467,right,L2_Product_1of2,,false
ANN_000300,25_1,validation,product_interaction,product_held,344,1987,11.467,66.233,54.800,right,L4_Product_3of4,,false
ANN_000301,25_1,validation,product_interaction,pickup,302,343,10.067,11.433,1.400,right,L4_Product_3of4,,
ANN_000302,25_1,validation,product_interaction,pickup,898,945,29.933,31.500,1.600,right,R1_Product_4of4,,
ANN_000303,25_1,validation,product_interaction,product_held,946,1987,31.533,66.233,34.733,right,R1_Product_4of4,,false
ANN_000304,25_1,validation,product_interaction,pickup,1248,1295,41.600,43.167,1.600,right,R2_Product_4of4,,
ANN_000305,25_1,validation,product_interaction,product_held,1296,1412,43.200,47.067,3.900,right,R2_Product_4of4,,false
ANN_000306,25_1,validation,product_interaction,return,1403,1412,46.767,47.067,0.333,right,R2_Product_4of4,,true
ANN_000307,25_1,validation,product_interaction,pickup,1619,1647,53.967,54.900,0.967,right,R4_Product_2of4,,
ANN_000308,25_1,validation,product_interaction,product_held,1648,1987,54.933,66.233,11.333,right,R4_Product_2of4,,false
ANN_000309,25_1,validation,product_interaction,pickup,2313,2337,77.100,77.900,0.833,right,L5_Product_1of4,,
ANN_000310,25_1,validation,product_interaction,product_held,2338,2563,77.933,85.433,7.533,right,L5_Product_1of4,,true
ANN_000311,25_1,validation,product_interaction,return,2548,2563,84.933,85.433,0.533,right,L5_Product_1of4,,true
ANN_000312,25_1,validation,product_interaction,pickup,2838,2856,94.600,95.200,0.633,right,L7_Product_1of4,,
ANN_000313,25_1,validation,product_interaction,product_held,2857,4248,95.233,141.600,46.400,right,L7_Product_1of4,,false
ANN_000314,25_1,validation,product_interaction,pickup,3628,3655,120.933,121.833,0.933,right,L7_Product_2of4,,
ANN_000315,25_1,validation,product_interaction,product_held,3656,3740,121.867,124.667,2.833,right,L7_Product_2of4,,true
ANN_000316,25_1,validation,product_interaction,return,3733,3740,124.433,124.667,0.267,right,L7_Product_2of4,,true
ANN_000317,25_1,validation,product_interaction,comparison,3673,3724,122.433,124.133,1.733,both,L7_Product_2of4,L7_Product_1of4,true
ANN_000318,25_2,validation,product_interaction,pickup,513,539,17.100,17.967,0.900,right,R2_Product_1of3,,
ANN_000319,25_2,validation,product_interaction,product_held,540,605,18.000,20.167,2.200,right,R2_Product_1of3,,true
ANN_000320,25_2,validation,product_interaction,return,584,605,19.467,20.167,0.733,right,R2_Product_1of3,,true
ANN_000321,25_2,validation,product_interaction,pickup,631,686,21.033,22.867,1.867,right,R2_Product_3of3,,
ANN_000322,25_2,validation,product_interaction,product_held,631,2266,21.033,75.533,54.533,right,R2_Product_3of3,,false
ANN_000323,25_2,validation,product_interaction,pickup,866,895,28.867,29.833,1.000,right,R3_Product_4of4,,
ANN_000324,25_2,validation,product_interaction,product_held,896,1014,29.867,33.800,3.967,right,R3_Product_4of4,,true
ANN_000325,25_2,validation,product_interaction,return,1002,1014,33.400,33.800,0.433,right,R3_Product_4of4,,true
ANN_000326,25_2,validation,product_interaction,pickup,1060,1074,35.333,35.800,0.500,right,R3_Product_1of4,,
ANN_000327,25_2,validation,product_interaction,product_held,1075,2266,35.833,75.533,39.733,right,R3_Product_1of4,,false
ANN_000328,25_2,validation,product_interaction,pickup,1221,1235,40.700,41.167,0.500,right,R4_Product_2of4,,
ANN_000329,25_2,validation,product_interaction,product_held,1236,2266,41.200,75.533,34.367,right,R4_Product_2of4,,false
ANN_000330,25_2,validation,product_interaction,pickup,1472,1492,49.067,49.733,0.700,right,L6_Product_2of3,,
ANN_000331,25_2,validation,product_interaction,product_held,1493,2082,49.767,69.400,19.667,right,L6_Product_2of3,,true
ANN_000332,25_2,validation,product_interaction,return,2066,2082,68.867,69.400,0.567,right,L6_Product_2of3,,true
ANN_000333,25_2,validation,product_interaction,pickup,2128,2204,70.933,73.467,2.567,right,L6_Product_2of3,,true
ANN_000334,25_2,validation,product_interaction,return,2168,2204,72.267,73.467,1.233,right,L6_Product_2of3,,true
ANN_000335,25_2,validation,product_interaction,pickup,2568,2577,85.600,85.900,0.333,left,L2_Product_2of2,,
ANN_000336,25_2,validation,product_interaction,product_held,2568,4372,85.600,145.733,60.167,left,L2_Product_2of2,,false
ANN_000337,25_2,validation,product_interaction,pickup,3410,3423,113.667,114.100,0.467,right,L5_Product_4of4,,
ANN_000338,25_2,validation,product_interaction,product_held,3424,3578,114.133,119.267,5.167,right,L5_Product_4of4,,true
ANN_000339,25_2,validation,product_interaction,return,3566,3578,118.867,119.267,0.433,right,L5_Product_4of4,,true
ANN_000340,25_2,validation,product_interaction,pickup,3690,3715,123.000,123.833,0.867,right,L5_Product_1of4,,
ANN_000341,25_2,validation,product_interaction,product_held,3716,3851,123.867,128.367,4.533,right,L5_Product_1of4,,true
ANN_000342,25_2,validation,product_interaction,return,3831,3851,127.700,128.367,0.700,right,L5_Product_1of4,,true
ANN_000343,25_3,validation,product_interaction,pickup,257,275,8.567,9.167,0.633,right,R3_Product_1of4,,
ANN_000344,25_3,validation,product_interaction,product_held,257,1970,8.567,65.667,57.133,right,R3_Product_1of4,,false
ANN_000345,25_3,validation,product_interaction,pickup,398,413,13.267,13.767,0.533,right,L2_Product_2of2,,
ANN_000346,25_3,validation,product_interaction,product_held,414,1970,13.800,65.667,51.900,right,L2_Product_2of2,,false
ANN_000347,25_3,validation,product_interaction,pickup,709,802,23.633,26.733,3.133,right,L1_Product_1of1,,
ANN_000348,25_3,validation,product_interaction,product_held,803,1970,26.767,65.667,38.933,right,L1_Product_1of1,,true
ANN_000349,25_3,validation,product_interaction,pickup,1422,1441,47.400,48.033,0.667,right,R4_Product_2of4,,
ANN_000350,25_3,validation,product_interaction,product_held,1442,1970,48.067,65.667,17.633,right,R4_Product_2of4,,false
ANN_000351,25_3,validation,product_interaction,pickup,1560,1585,52.000,52.833,0.867,right,R4_Product_4of4,,
ANN_000352,25_3,validation,product_interaction,product_held,1586,1970,52.867,65.667,12.833,right,R4_Product_4of4,,false
ANN_000353,25_3,validation,product_interaction,pickup,1730,1799,57.667,59.967,2.333,right,R3_Product_1of4,,
ANN_000354,25_3,validation,product_interaction,product_held,1800,1970,60.000,65.667,5.700,right,R3_Product_1of4,,false
ANN_000355,25_3,validation,product_interaction,pickup,2423,2480,80.767,82.667,1.933,right,R6_Product_2of3,,
ANN_000356,25_3,validation,product_interaction,product_held,2481,2725,82.700,90.833,8.167,right,R6_Product_2of3,,true
ANN_000357,25_3,validation,product_interaction,return,2697,2725,89.900,90.833,0.967,right,R6_Product_2of3,,true
ANN_000358,25_3,validation,product_interaction,pickup,2967,2977,98.900,99.233,0.367,right,L4_Product_3of4,,
ANN_000359,25_3,validation,product_interaction,product_held,2978,4009,99.267,133.633,34.400,right,L4_Product_3of4,,false
ANN_000360,25_3,validation,product_interaction,pickup,3208,3269,106.933,108.967,2.067,right,R2_Product_1of3,,
ANN_000361,25_3,validation,product_interaction,product_held,3270,4009,109.000,133.633,24.667,right,R2_Product_1of3,,false
ANN_000362,25_3,validation,product_interaction,pickup,3376,3493,112.533,116.433,3.933,right,R1_Product_3of4,,
ANN_000363,25_3,validation,product_interaction,product_held,3494,4009,116.467,133.633,17.200,right,R1_Product_3of4,,false
ANN_000364,25_3,validation,product_interaction,pickup,3797,3827,126.567,127.567,1.033,right,L4_Product_1of4,,
ANN_000365,25_3,validation,product_interaction,product_held,3828,4009,127.600,133.633,6.067,right,L4_Product_1of4,,false
ANN_000366,26_1,validation,product_interaction,pickup,286,386,9.533,12.867,3.367,right,R1_Product_2of4,,
ANN_000367,26_1,validation,product_interaction,product_held,387,1903,12.900,63.433,50.567,right,R1_Product_2of4,,false
ANN_000368,26_1,validation,product_interaction,pickup,952,973,31.733,32.433,0.733,right,R5_Product_1of4,,
ANN_000369,26_1,validation,product_interaction,product_held,974,1236,32.467,41.200,8.767,right,R5_Product_1of4,,true
ANN_000370,26_1,validation,product_interaction,return,1215,1236,40.500,41.200,0.733,right,R5_Product_1of4,,true
ANN_000371,26_1,validation,product_interaction,pickup,1689,1714,56.300,57.133,0.867,right,L4_Product_4of4,,
ANN_000372,26_1,validation,product_interaction,product_held,1715,1820,57.167,60.667,3.533,right,L4_Product_4of4,,true
ANN_000373,26_1,validation,product_interaction,return,1805,1820,60.167,60.667,0.533,right,L4_Product_4of4,,true
ANN_000374,26_1,validation,product_interaction,pickup,2326,2336,77.533,77.867,0.367,right,L7_Product_3of4,,
ANN_000375,26_1,validation,product_interaction,product_held,2337,2487,77.900,82.900,5.033,right,L7_Product_3of4,,true
ANN_000376,26_1,validation,product_interaction,return,2481,2487,82.700,82.900,0.233,right,L7_Product_3of4,,true
ANN_000377,26_1,validation,product_interaction,pickup,2517,2529,83.900,84.300,0.433,right,L7_Product_4of4,,
ANN_000378,26_1,validation,product_interaction,product_held,2530,2677,84.333,89.233,4.933,right,L7_Product_4of4,,true
ANN_000379,26_1,validation,product_interaction,return,2666,2677,88.867,89.233,0.400,right,L7_Product_4of4,,true
ANN_000380,26_1,validation,product_interaction,pickup,2809,2824,93.633,94.133,0.533,right,R4_Product_4of4,,
ANN_000381,26_1,validation,product_interaction,product_held,2825,4107,94.167,136.900,42.767,right,R4_Product_4of4,,true
ANN_000382,26_1,validation,product_interaction,return,4102,4107,136.733,136.900,0.200,right,R4_Product_4of4,,true
ANN_000383,26_1,validation,product_interaction,pickup,3003,3014,100.100,100.467,0.400,right,R5_Product_3of4,,
ANN_000384,26_1,validation,product_interaction,product_held,3015,3308,100.500,110.267,9.800,right,R5_Product_3of4,,
ANN_000385,26_1,validation,product_interaction,return,3298,3308,109.933,110.267,0.367,right,R5_Product_3of4,,true
ANN_000386,26_1,validation,product_interaction,pickup,3440,3472,114.667,115.733,1.100,right,R3_Product_1of4,,
ANN_000387,26_1,validation,product_interaction,product_held,3473,3969,115.767,132.300,16.567,right,R3_Product_1of4,,true
ANN_000388,26_1,validation,product_interaction,return,3950,3969,131.667,132.300,0.667,right,R3_Product_1of4,,true
ANN_000389,26_2,validation,product_interaction,pickup,297,405,9.900,13.500,3.633,right,R1_Product_3of4,,
ANN_000390,26_2,validation,product_interaction,product_held,406,982,13.533,32.733,19.233,right,R1_Product_3of4,,true
ANN_000391,26_2,validation,product_interaction,return,906,982,30.200,32.733,2.567,right,R1_Product_3of4,,true
ANN_000392,26_2,validation,product_interaction,pickup,1204,1213,40.133,40.433,0.333,right,R5_Product_1of4,,
ANN_000393,26_2,validation,product_interaction,product_held,1214,2833,40.467,94.433,54.000,right,R5_Product_1of4,,false
ANN_000394,26_2,validation,product_interaction,pickup,1525,1557,50.833,51.900,1.100,right,L6_Product_3of3,,
ANN_000395,26_2,validation,product_interaction,product_held,1558,1622,51.933,54.067,2.167,right,L6_Product_3of3,,true
ANN_000396,26_2,validation,product_interaction,return,1585,1622,52.833,54.067,1.267,right,L6_Product_3of3,,true
ANN_000397,26_2,validation,product_interaction,pickup,1736,1757,57.867,58.567,0.733,right,L2_Product_1of2,,
ANN_000398,26_2,validation,product_interaction,product_held,1758,2061,58.600,68.700,10.133,right,L2_Product_1of2,,true
ANN_000399,26_2,validation,product_interaction,return,2019,2061,67.300,68.700,1.433,right,L2_Product_1of2,,true
ANN_000400,26_2,validation,product_interaction,pickup,2239,2257,74.633,75.233,0.633,right,L4_Product_4of4,,
ANN_000401,26_2,validation,product_interaction,product_held,2258,2833,75.267,94.433,19.200,right,L4_Product_4of4,,false
ANN_000402,26_2,validation,product_interaction,pickup,3322,3334,110.733,111.133,0.433,right,L7_Product_1of4,,
ANN_000403,26_2,validation,product_interaction,product_held,3322,3764,110.733,125.467,14.767,right,L7_Product_1of4,,true
ANN_000404,26_2,validation,product_interaction,return,3747,3764,124.900,125.467,0.600,right,L7_Product_1of4,,true
ANN_000405,26_2,validation,product_interaction,pickup,3518,3547,117.267,118.233,1.000,right,L7_Product_2of4,,
ANN_000406,26_2,validation,product_interaction,product_held,3548,3592,118.267,119.733,1.500,right,L7_Product_2of4,,true
ANN_000407,26_2,validation,product_interaction,return,3577,3592,119.233,119.733,0.533,right,L7_Product_2of4,,true
ANN_000408,26_2,validation,product_interaction,comparison,3548,3574,118.267,119.133,0.900,both,L7_Product_2of4,L7_Product_1of4,true
ANN_000409,26_2,validation,product_interaction,pickup,3607,3625,120.233,120.833,0.633,right,L7_Product_2of4,,
ANN_000410,26_2,validation,product_interaction,product_held,3626,3692,120.867,123.067,2.233,right,L7_Product_2of4,,true
ANN_000411,26_2,validation,product_interaction,return,3680,3692,122.667,123.067,0.433,right,L7_Product_2of4,,true
ANN_000412,26_2,validation,product_interaction,pickup,3747,3763,124.900,125.433,0.567,right,L7_Product_2of4,,
ANN_000413,26_2,validation,product_interaction,product_held,3764,4674,125.467,155.800,30.367,right,L7_Product_2of4,,false
ANN_000414,26_2,validation,product_interaction,pickup,3946,3980,131.533,132.667,1.167,right,R4_Product_2of4,,
ANN_000415,26_2,validation,product_interaction,product_held,3981,4674,132.700,155.800,23.133,right,R4_Product_2of4,,false
ANN_000416,26_2,validation,product_interaction,pickup,4346,4365,144.867,145.500,0.667,right,R5_Product_2of4,,
ANN_000417,26_2,validation,product_interaction,product_held,4366,4528,145.533,150.933,5.433,right,R5_Product_2of4,,true
ANN_000418,26_2,validation,product_interaction,return,4518,4528,150.600,150.933,0.367,right,R5_Product_2of4,,true
ANN_000419,26_3,validation,product_interaction,pickup,286,299,9.533,9.967,0.467,right,R5_Product_1of4,,
ANN_000420,26_3,validation,product_interaction,product_held,300,2069,10.000,68.967,59.000,right,R5_Product_1of4,,false
ANN_000421,26_3,validation,product_interaction,pickup,556,588,18.533,19.600,1.100,right,R3_Product_4of4,,
ANN_000422,26_3,validation,product_interaction,product_held,589,2069,19.633,68.967,49.367,right,R3_Product_4of4,,false
ANN_000423,26_3,validation,product_interaction,pickup,969,988,32.300,32.933,0.667,right,L7_Product_3of4,,
ANN_000424,26_3,validation,product_interaction,product_held,989,1100,32.967,36.667,3.733,right,L7_Product_3of4,,true
ANN_000425,26_3,validation,product_interaction,return,1087,1100,36.233,36.667,0.467,right,L7_Product_3of4,,true
ANN_000426,26_3,validation,product_interaction,pickup,1115,1131,37.167,37.700,0.567,right,L7_Product_2of4,,
ANN_000427,26_3,validation,product_interaction,product_held,1115,2069,37.167,68.967,31.833,right,L7_Product_2of4,,false
ANN_000428,26_3,validation,product_interaction,pickup,1211,1229,40.367,40.967,0.633,right,L7_Product_4of4,,
ANN_000429,26_3,validation,product_interaction,product_held,1230,1285,41.000,42.833,1.867,right,L7_Product_4of4,,true
ANN_000430,26_3,validation,product_interaction,return,1268,1285,42.267,42.833,0.600,right,L7_Product_4of4,,true
ANN_000431,26_3,validation,product_interaction,pickup,1927,1939,64.233,64.633,0.433,right,L5_Product_4of4,,
ANN_000432,26_3,validation,product_interaction,product_held,1940,2006,64.667,66.867,2.233,right,L5_Product_4of4,,true
ANN_000433,26_3,validation,product_interaction,return,1999,2006,66.633,66.867,0.267,right,L5_Product_4of4,,true
ANN_000434,26_3,validation,product_interaction,pickup,2462,2488,82.067,82.933,0.900,right,L4_Product_4of4,,
ANN_000435,26_3,validation,product_interaction,product_held,2489,3987,82.967,132.900,49.967,right,L4_Product_4of4,,false
ANN_000436,26_3,validation,product_interaction,pickup,2715,2741,90.500,91.367,0.900,right,R4_Product_2of4,,
ANN_000437,26_3,validation,product_interaction,product_held,2742,3987,91.400,132.900,41.533,right,R4_Product_2of4,,false
ANN_000438,26_3,validation,product_interaction,pickup,2873,2932,95.767,97.733,2.000,right,R3_Product_3of4,,
ANN_000439,26_3,validation,product_interaction,product_held,2933,3987,97.767,132.900,35.167,right,R3_Product_3of4,,false
ANN_000440,26_3,validation,product_interaction,pickup,3237,3253,107.900,108.433,0.567,right,R5_Product_3of4,,
ANN_000441,26_3,validation,product_interaction,product_held,3254,3357,108.467,111.900,3.467,right,R5_Product_3of4,,true
ANN_000442,26_3,validation,product_interaction,return,3285,3357,109.500,111.900,2.433,right,R5_Product_3of4,,true
ANN_000443,26_3,validation,product_interaction,pickup,3332,3368,111.067,112.267,1.233,right,R5_Product_3of4,,
ANN_000444,26_3,validation,product_interaction,product_held,3369,3987,112.300,132.900,20.633,right,R5_Product_3of4,,false
ANN_000445,26_3,validation,product_interaction,pickup,3517,3538,117.233,117.933,0.733,right,R4_Product_3of4,,
ANN_000446,26_3,validation,product_interaction,product_held,3539,3677,117.967,122.567,4.633,right,R4_Product_3of4,,true
ANN_000447,26_3,validation,product_interaction,return,3656,3677,121.867,122.567,0.733,right,R4_Product_3of4,,true
ANN_000448,26_3,validation,product_interaction,pickup,3704,3732,123.467,124.400,0.967,right,R4_Product_4of4,,
ANN_000449,26_3,validation,product_interaction,product_held,3733,3987,124.433,132.900,8.500,right,R4_Product_4of4,,false
ANN_000450,27_1,test,product_interaction,pickup,267,301,8.900,10.033,1.167,right,R2_Product_1of3,,
ANN_000451,27_1,test,product_interaction,product_held,267,479,8.900,15.967,7.100,right,R2_Product_1of3,,true
ANN_000452,27_1,test,product_interaction,return,458,479,15.267,15.967,0.733,right,R2_Product_1of3,,true
ANN_000453,27_1,test,product_interaction,pickup,666,679,22.200,22.633,0.467,right,L1_Product_1of1,,
ANN_000454,27_1,test,product_interaction,product_held,680,967,22.667,32.233,9.600,right,L1_Product_1of1,,true
ANN_000455,27_1,test,product_interaction,return,950,967,31.667,32.233,0.600,right,L1_Product_1of1,,true
ANN_000456,27_1,test,product_interaction,pickup,1322,1340,44.067,44.667,0.633,right,R3_Product_4of4,,
ANN_000457,27_1,test,product_interaction,product_held,1341,1831,44.700,61.033,16.367,right,R3_Product_4of4,,false
ANN_000458,27_1,test,product_interaction,pickup,2228,2247,74.267,74.900,0.667,right,L6_Product_1of3,,true
ANN_000459,27_1,test,product_interaction,product_held,2228,2310,74.267,77.000,2.767,right,L6_Product_1of3,,true
ANN_000460,27_1,test,product_interaction,return,2283,2310,76.100,77.000,0.933,right,L6_Product_1of3,,true
ANN_000461,27_1,test,product_interaction,pickup,2410,2432,80.333,81.067,0.767,right,L7_Product_2of4,,
ANN_000462,27_1,test,product_interaction,product_held,2433,2608,81.100,86.933,5.867,right,L7_Product_2of4,,true
ANN_000463,27_1,test,product_interaction,return,2595,2608,86.500,86.933,0.467,right,L7_Product_2of4,,true
ANN_000464,27_1,test,product_interaction,pickup,2841,2893,94.700,96.433,1.767,left,R6_Product_2of3,,
ANN_000465,27_1,test,product_interaction,product_held,2894,3169,96.467,105.633,9.200,left,R6_Product_2of3,,true
ANN_000466,27_1,test,product_interaction,return,3146,3169,104.867,105.633,0.800,both,R6_Product_2of3,,true
ANN_000467,27_1,test,product_interaction,pickup,3190,3217,106.333,107.233,0.933,both,R6_Product_2of3,,
ANN_000468,27_1,test,product_interaction,product_held,3218,3575,107.267,119.167,11.933,both,R6_Product_2of3,,true
ANN_000469,27_1,test,product_interaction,return,3561,3575,118.700,119.167,0.500,both,R6_Product_2of3,,true
ANN_000470,27_2,test,product_interaction,pickup,684,719,22.800,23.967,1.200,left,L5_Product_2of4,,
ANN_000471,27_2,test,product_interaction,product_held,720,1032,24.000,34.400,10.433,left,L5_Product_2of4,,true
ANN_000472,27_2,test,product_interaction,return,996,1032,33.200,34.400,1.233,left,L5_Product_2of4,,true
ANN_000473,27_2,test,product_interaction,pickup,1246,1268,41.533,42.267,0.767,left,R2_Product_1of3,,
ANN_000474,27_2,test,product_interaction,product_held,1269,1551,42.300,51.700,9.433,left,R2_Product_1of3,,true
ANN_000475,27_2,test,product_interaction,return,1538,1551,51.267,51.700,0.467,left,R2_Product_1of3,,true
ANN_000476,27_2,test,product_interaction,pickup,1701,1722,56.700,57.400,0.733,right,L3_Product_1of4,,
ANN_000477,27_2,test,product_interaction,product_held,1701,1922,56.700,64.067,7.400,right,L3_Product_1of4,,true
ANN_000478,27_2,test,product_interaction,return,1900,1922,63.333,64.067,0.767,right,L3_Product_1of4,,true
ANN_000479,27_2,test,product_interaction,pickup,2362,2386,78.733,79.533,0.833,right,L7_Product_4of4,,
ANN_000480,27_2,test,product_interaction,product_held,2387,2628,79.567,87.600,8.067,right,L7_Product_4of4,,true
ANN_000481,27_2,test,product_interaction,return,2615,2628,87.167,87.600,0.467,right,L7_Product_4of4,,true
ANN_000482,27_2,test,product_interaction,pickup,2676,2716,89.200,90.533,1.367,right,L6_Product_3of3,,
ANN_000483,27_2,test,product_interaction,product_held,2717,2863,90.567,95.433,4.900,right,L6_Product_3of3,,true
ANN_000484,27_2,test,product_interaction,return,2841,2863,94.700,95.433,0.767,right,L6_Product_3of3,,true
ANN_000485,27_2,test,product_interaction,pickup,3051,3061,101.700,102.033,0.367,right,R5_Product_4of4,,
ANN_000486,27_2,test,product_interaction,product_held,3062,3155,102.067,105.167,3.133,right,R5_Product_4of4,,true
ANN_000487,27_2,test,product_interaction,return,3145,3155,104.833,105.167,0.367,right,R5_Product_4of4,,true
ANN_000488,27_2,test,product_interaction,pickup,3267,3280,108.900,109.333,0.467,right,R4_Product_4of4,,
ANN_000489,27_2,test,product_interaction,product_held,3281,3374,109.367,112.467,3.133,right,R4_Product_4of4,,true
ANN_000490,27_2,test,product_interaction,return,3358,3374,111.933,112.467,0.567,right,R4_Product_4of4,,true
ANN_000491,27_2,test,product_interaction,pickup,3490,3541,116.333,118.033,1.733,right,R1_Product_4of4,,
ANN_000492,27_2,test,product_interaction,product_held,3542,3902,118.067,130.067,12.033,right,R1_Product_4of4,,true
ANN_000493,27_2,test,product_interaction,return,3813,3902,127.100,130.067,3.000,both,R1_Product_4of4,,true
ANN_000494,27_3,test,product_interaction,pickup,448,477,14.933,15.900,1.000,left,R3_Product_4of4,,
ANN_000495,27_3,test,product_interaction,product_held,478,1835,15.933,61.167,45.267,left,R3_Product_4of4,,false
ANN_000496,27_3,test,product_interaction,pickup,702,723,23.400,24.100,0.733,left,R3_Product_1of4,,
ANN_000497,27_3,test,product_interaction,return,873,890,29.100,29.667,0.600,left,R3_Product_1of4,,true
